"","pos_date","valg","wc","Navn","Parti","Statement","year"
"745",2000-06-15,1997,332,"Terje Knudsen ","FrP","Fremskrittspartiet mener dennåværende kompliserte jordbruksavtale hvor produsentene legger opp sin virksomhet basert på tilskudds- og reguleringsordninger, og hvor et stort byråkrati er koblet tilgenerelt uoversiktlige forhold, må erstattes av et markedsbasert konkurransesystem.Likeledes vil Fremskrittspartiet peke på at landbruketlenge har blitt tillagt distriktspolitiske oppgaver, så som åsikre bosettingen utenfor sentrale strøk. Det synes klartat å tildele landbruket et betydelig ansvar for bosettingenhar vært en til dels mislykket og åpenbart kostbar måte åforsøke å oppnå dette på.Basert på tilgjengelige tall fra OECD og Norsk institutt for landbruksøkonomisk forskning for perioden1972-96 er et anslag for den samlede støtten900 milliarder kr målt i 1996-kroner. I denne periodenforsvant ironisk nok nesten halvparten av alle bruk i landet.Fremskrittspartiet mener derfor at landbrukspolitikken har bidratt til å svekke distriktene og gjort dem mindre i stand til å utvikle et bærekraftig næringsliv og såle2000Em. 15. juni – Jordbruksoppgjøret 2000 – endringer i statsbudsjettet for 2000 m.m.3767des medvirket til å forsterke sentraliseringstendensene.Den førte politikk har gitt en skjev fordeling av offentlige ressurser i distriktene, med det resultat at lokalsamfunnet har fått for få ben å stå på med lite varierende arbeidstilbud.Fremskrittspartiet er overbevist om at behovet for enalternativ jordbrukspolitikk blir innlysende etter hvertsom kostnadene oppfattes av flere og flere som uakseptable, selvdekningsgraden for de fleste tradisjonelle jordbruksprodukter overgår 100 pst. og overskuddsproduksjonen fortsatt dumpes i det internasjonale marked.Vi mener derfor at det foreligger et sterkt behov for ågjennomføre radikale lov- og regelendringer som gjør atomsetning, produksjon og struktur i landbruket kan tilpasse seg det fremtidige marked.En landbrukspolitikk som ikke krever forbrukerne foroverføringer gjennom budsjettstøtte, forbrukersubsidiereller skjermingsstøtte, vil gi produkter til lavest muligpris. Gjennom en nedbygging av monopoler og innføring av reell konkurranse sikres forbrukerne valgmuligheter mellom ulike produkter.Fremskrittspartiet mener de selvstendig næringsdrivende i matvareproduksjonen må basere sin virksomhetpå produksjon som er bedriftsøkonomisk riktig, og ikkepå subsidierte særordninger. Helt til slutt: Fremskrittspartiet vil stille seg svært positivt til modeller som i sterkere grad skiller hobbydriftfra yrkesutøvere med heltids innsats i jordbruket",2000
"746",2000-06-15,1997,266,"Karin Kjølmoen ","Ap","Til tross for harde påstanderom linjeskift, rasering og svik i forhold til landbruksmeldingen vil jeg hevde at både når det gjelder inntektsformuleringene og nødvendigheten av strukturelle endringer, følger Regjeringen opp intensjonene i flertallsmerknadene fra Arbeiderpartiet og sentrumspartiene.Når det gjelder skattegrepet og tidspunkt for full virkning, vises det til at skattelettelsen skal kompensere fortapte inntektsmuligheter ved reduksjon av målprisene.Dette går klart fram av St.meld. nr. 19, hvor det bl.a. siesat inntektsfradraget skal kompensere for reduserte inntektsmuligheter «når målprisene reduseres». Det samme stortingsflertallet har ikke forutsatt at deter bare gjennom de offentlige overføringene at jordbruket skal sikres samme inntektsutvikling som øvrige grupper i samfunnet. Flertallet understreket følgende:«God utnytting av markedsmulighetene, økt mangfold, et balansert marked, strukturelle endringer ogfornuftige kostnadstilpasninger vil i økende grad få betydning for at en slik inntektsutvikling kan oppnås.»Ved behandlingen av landbruksmeldingen gav Stortinget sin tilslutning til etablering av et verdiskapingsprogram for norsk matproduksjon. Programmet vil bli finansiert med i alt 500 mill. kr i den første femårsperioden. Med de endringer som må foretas dersom norsklandbruk skal kunne møte framtidas utfordringer, vil dette etter mitt syn være en svært viktig satsing.Etter bruddet i jordbruksforhandlingene har det oppstått en påstand om at en i snitt pr. bruk vil få en inntektsnedgang på 5 000 kr. Dette vil jeg hevde er desinformasjon. I forhold til de reelle inntekter som bonden oppnådde i fjor, innebærer statens tilbud en gjennomsnittliginntektsøkning på 5 000 kr. Ifølge Nationen 2. juni dette år har Norges Bondelagog Norsk Bonde- og Småbrukarlag dessuten ved bruddeti forhandlingene sagt nei til ytterligere 200 mill. kr påvegne av norske bønder.",2000
"747",2000-06-15,1997,201,"Bent Høie ","H","Dette jordbruksoppgjøret er et liteskritt i retning av å gi bonden en større frihet. Jeg synesLars Sponheim i replikkordskiftet hadde en korrekt fremstilling av den enkelte bonde som en selvstendig næringsdrivende som raskt ser nye muligheter. Dette erHøyre helt enig i. Det er derfor en viktig del av vår landbrukspolitikk å gi bonden et større armslag og større muligheter til å velge nye bruksløsninger. Vi er derfor veldig glad for at vi i denne saken har fått gjennomslag for åfjerne en del av grensene for sambruk. Åpningen forsambruk har allerede vært en suksess, og vil forhåpentligvis bli en enda større suksess etter denne saken.Sambruk gir brukerne et større faglig og sosialt arbeidsmiljø, mulighet for mer fleksible arbeidstidsordninger og ikke minst gir det mulighet til å dele på investeringene. Det er derfor veldig skuffende at Senterpartiet,Kristelig Folkeparti og Venstre ikke viser bøndene dennetilliten og lar dem velge størrelsen på sambruket selv.Dette er en holdning som står i sterk kontrast til det representanten Sponheim viste til i replikkordskiftet, og viser at ideen om bonden som selvstendig næringsdrivendei realiteten ikke stikker noe særlig dypt i sentrumspartiene. Dette ble godt illustrert av representanten Jon Lilletun, som snakket om landbruket som offentlig sektor",2000
"748",2000-06-15,1997,535,"Jon Olav Alstad ","Ap","Jeg har fulgt med i den debatten som har vært her i dag, og jeg har etter hvert blitt veldig bekymret. Det er tydelig at svartmaling av fremtidenfor landbruksnæringen er blitt en politisk kunstart somspesielt mellompartiene perfeksjonerer seg i i dag, og deti langt større grad enn tidligere. Med de signalene somdisse partiene sender ut, godt sekundert av organisasjonene, skjønner jeg at folk tenker seg om flere ganger førde gjør alvor av å velge denne yrkesveien. Det til trossfor at den landbrukspolitikken som i dag vedtas, faktisker en videreføring av de vedtakene som sentrumsregjeringens landbruksminister la opp til. Og det mismotetsom nå formidles ut, er i seg selv dramatisk for dennenæringen. Det kan være en fordel om alle begynner å forholde seg til det som faktisk er inntekten til bøndene, ogikke til teoretiske modeller – også kalt målpriser – forprissetting som ikke har noe med bøndenes overlevelseeller inntekt å gjøre. Det er altså ikke inntektsmulighetervi lever av, men inntekter. Men det er mulig at jeg er alene i dette landet om å være optimist på vegne av den næringen jeg kommer fra.Vi må i det minste slutte å tro at vi lever i en planøkonomi der politikerne bestemmer prisen på en vare. Slikhar det aldri vært, og sånn vil det heller aldri bli. Bønderhar alltid måttet leve av markedet og skal selvsagt gjøredet i tiden fremover også.3768Em. 15. juni – Jordbruksoppgjøret 2000 – endringer i statsbudsjettet for 2000 m.m.2000Det som slår meg, er at vi de ti siste årene har krangletom hvordan oppgjørene egentlig slår ut, og det er i segselv grunn nok til å se på denne formen for øvelser. Mennår forhandlingene da er ferdig, enten gjennom en løsning eller gjennom brudd, må vi i hvert fall følge oppdette slik vi alltid gjør, med respekt for de resultatenesom kommer ut av det enten det er enighet eller ikke.Dersom organisasjonene ikke er i stand til å ta ansvaretfor det de gjør, så er det ikke vår jobb å gjøre det så lengeman driver med forhandlingssystemet. Derfor tror jeg vi etter hvert ser slutten på landbruksforhandlingene, og at bøndene snart vil få den sammemuligheten som andre næringsdrivende til å påvirke rammebetingelsene. Det har siden 1990 vært fem brudd ilandbruksforhandlingene, og det har bøndene tapt myepenger på. Jeg er sikker på at landbruket ikke har råd tilgang på gang å la sine organisasjoner bryte forhandlingene. Ingen andre fagorganiserte ville funnet seg i det, ogjeg tror ikke distriktene heller har råd til den slags markeringer. Jeg registrerer at andre næringsdrivende lykkes bramed å nå fram med sine synspunkter her i huset, uten atde er avhengig av egne forhandlinger med staten og medde begrensningene det legger for det senere arbeidetmed rammene i Stortinget. Jeg synes det er på tide atbøndene får den respekten som andre næringsdrivendeogså har.Jeg tror som sagt det bare er et tidsspørsmål før ogsåden enkelte bonde oppdager hva det er som skjer, hvormeningsløst det er å forholde seg til teoretiske modellersom ikke gir en krone verken fra eller til i inntekt, hvorhåpløst det er å ha organisasjoner som til stadighet sørgerfor at bøndene taper penger gjennom forhandlingssystemet og gjennom manglende ansvarstaking. Da tror jegogså tiden er moden for landbruket til å legge ned landbruksforhandlingene.",2000
"749",2000-06-15,1997,383,"Kari Økland ","KrF","Svartmaling eller rosemaling –vi må forholde oss til virkeligheten. Jeg syns St.meld. nr.19 har en klar og realistisk erkjennelse av det, både nårdet gjelder prisgrep og strukturtilpasninger. Derfor er detalvorlig og brutalt om det er slik representanten Gabrielsen hevdet, at verdien av forliket om landbruksmeldingen er lik null. Jeg konstaterer òg at det ikke bare er sentrumspartiene som mener at statens tilbud bryter medmeldingens intensjon, og at det er ulike syn på hvem deter som har hoppet av St.meld. nr. 19. At bøndene aksjonerer og protesterer, er forståelig. Demener at statens såkalte tilbud i årets jordbruksforhandlinger innebærer reduserte inntektsmuligheter på5 200 kr pr. årsverk, og at staten neppe hadde våget å giandre grupper et minusoppgjør. Nå er landbruksministeren av en annen oppfatning, men det er oppsiktsvekkendeat regjeringen Stoltenberg forandrer beregningsmåten iforhold til tidligere år og fremstiller det slik at Regjeringens forslag innebærer en inntektsvekst, når innarbeidetberegningsmåte viser en redusert inntektsmulighet. Ogdet er sterk kost når landbruksministeren hevder at bøndene fusker med tall. Ingen kan vel med sikkerhet beskrive hvordan de reelle tall for inntekten blir for neste år,men det kan sies en del om inntektsmulighetene. I St.prp. nr. 82 sies det at «Regjeringen bygger sinøkonomiske politikk på Solidaritetsalternativet». Jeg måspørre: Solidaritet med hvem? I en langsiktig næring erforutsigbarhet av vesentlig betydning. Det handler ommer enn å skifte jobb. Innstillingen innebærer dramatiskeendringer for distriktsjordbruket. Middels store bruk medflere dyreslag er de store taperne, noe som ikke er i trådmed de føringer som ble lagt i landbruksmeldingen omen gradvis og moderat prioritering til fordel for bruk hvorjordbruksproduksjonen utgjør et viktig bidrag til sysselsetting og inntekt. Derfor er jeg glad for at saksordføreren sier han vil be departementet vurdere konsekvensenefor middels store bruk med allsidig produksjon. Jeg tolker dette som en erkjennelse av at man har gått lengerenn landbruksmeldingen la opp til. Konsekvensen av at bøndene stadig får redusert inntekt er ikke at vi får billigere mat enn svenskene. Medvåre naturgitte forhold, klima, topografi, avstander ogalle våre forskrifter, ikke minst vedrørende miljø, bygninger, arbeidsmiljø osv., kan vi verken konkurrere ommengde eller pris. Når det gjelder kvalitet og renhet derimot, har vi fortrinn fremfor mange andre land. Derforbør vi satse mer på å utnytte de mulighetene vi har, og iså måte – for å ta med en positiv ting – er det bra medverdiskapingsprogrammet.",2000
"750",2000-06-15,1997,420,"Per Sandberg ","FrP","Jeg har fulgt debatten med interesse. Og det som interesserer en representant fra NordTrøndelag, er jo at en prøver å fange opp signal, ikkeminst når statsråden også har tilhørighet i samme fylkeog vi opplever representanter fra samme fylke – jeg sikter da til representanten Alstad – som på en måte harmotstridende signaler, men ut fra debatten prøver å framstå med et forent signal.Men ut fra det synes jeg det er veldig interessant, formange ord og uttrykk som jeg kjenner igjen, har kommetfram i debatten. Særlig synes jeg det er interessant at representanten Opseth direkte sier fra talerstolen at overføringsdelene må ned. Flere representanter fra Arbeiderpartiet har tatt i bruk uttrykket selvstendig næringsdrivende om bønder – og det synes jeg er veldig bra. Jeg synes også at det er på sin plass at flere representanter fraArbeiderpartiet nå tar et oppgjør med organisasjonenesom representerer landbruket.Det er klart at i losjen i dag er det mange utsendingerfra landbruksorganisasjonene som kanskje vrir seg i stolene sine. Men jeg mener det er på sin plass. Men når jeghar sagt det, er det for sent. Fremskrittspartiet har sagt i tiår at kanskje den store hemskoen i forhold til at vi får lovtil å betrakte bøndene som selvstendig næringsdrivende,og at de skal få lov til å drive som selvstendig næringsdrivende og bli tatt på alvor og bli respektert – som representanten Alstad fra Arbeiderpartiet prøver å gi uttrykk for – den skyldes kanskje organisasjonene.Jeg syns – uten at jeg skal foregripe de forslagene somligger til behandling – at jeg i hvert fall ser at det er grepher som går i retning av at vi kanskje kan oppnå at bøn2000Em. 15. juni – Jordbruksoppgjøret 2000 – endringer i statsbudsjettet for 2000 m.m.3769dene får lov til å opptre som selvstendig næringsdrivende. Men jeg har en liten utfordring til statsråden, for jeghar tatt meg den frihet å hente ut morgendagens utgaveav det som heter Trønder-Avisa, og da blir jeg litt skuffet. Statsråden er som kjent blitt angrepet veldig sterkt isitt eget fylke, og da bruker han den skremselspropagandaen at hvis de ikke gjør som man vil nå, så er det Fremskrittspartiet som får viljen sin. Det står i Trønder-Avisa idag. Jeg vil utfordre statsråden på hva i all verden det erhan mener med det, når Fremskrittspartiet tross alt ikkeer med på noen flertallsinnstilling på noen slags måte. Ogjeg vil i tillegg også spørre: Når er Arbeiderpartiet villigtil å gå videre i forhold til å lette reglementet for de selvstendig næringsdrivende nå – som vi er enige om at bøndene skal bli",2000
"751",2000-06-15,1997,301,"Tor Nymo ","Sp","Jeg må tilstå at jeg opplever dennedebatten som uvirkelig – ja, som en kamp om virkeligheten, en kamp om tall.Da landbruksministeren tiltrådte og behandlingen avlandbruksmeldingen tok fatt, var det mange næringsutøvere i landbruket som ble positivt overrasket over de signaler som kom fra statsråden, og at han ønsket å få til etsamarbeid med sentrumspartiene. Den virkeligheten varte dessverre ikke lenge.Gjennom media har vi fått inntrykk av hvordan stemningen nå er blant næringens utøvere i forhold til hvordan landbruksavtalen blir seende ut, og det er fortvilelseog pessimisme som råder. Statsråd Kosmo sa ærlig nok at næringen står forandramatiske strukturendringer, og at det ville smerte denomleggingen man stod foran. Så sa han også samtidig athan fortsatt ønsket levende bygder. De samme signalenesendte Kosmos partivenner, sosialdemokratene i Sverige,ut da de klarte å avfolke landsbygda gjennom råe strukturendringer i landbruket, og fikk støtte fra Moderaterna.Kosmo vet akkurat like godt som jeg hva resultatet er.Det er slik at mange uffer seg over måten næringenhar gått ut på, og ikke minst organisasjonene. Men ærligtalt: Næringsutøverne og landbruksorganisasjonene harjo også en selvfølgelig rett til å uttrykke bekymring i forhold til den virkelighet de står overfor. Men hva blir deså møtt med? Jo, karakteristikker og juks. Det blir demøtt med. Det er den totale mangel på respekt som bliruttrykt gjennom slike karakteristikker, som ikke bidrar tilat man får gode løsninger gjennom samarbeid, som begge de to statsrådene har gitt uttrykk for ønske om.At Fremskrittspartiet og Høyre er svært glad for detsom nå ligger i jordbruksavtalen, vil ikke overraske noen. Men jeg tror faktisk statsråden og regjeringen Stoltenberg skal være litt forsiktig med å la seg omfavne avdisse partiene, for det er ikke veldig lenge siden at en tidligere landbruksstatsråd i Arbeiderpartiet førte en landbrukspolitikk som gjorde at Carl I. Hagen tilbød æresmedlemskap i Fremskrittspartiet",2000
"752",2000-06-15,1997,382,"Ola D. Gløtvold ","Sp","Saksordfører Breimo var bekymret for strukturutviklingen i forbindelse med dettejordbruksoppgjøret. Det har han all grunn til. De små og mellomstore allsidige kombinasjonsbrukene blir de skadelidende ved dette oppgjøret. Det er langtmer enn hobbyjordbruk det her er snakk om, slik representanten Gabrielsen prøvde å uttrykke det. Det er mangesom har sitt yrke og sitt eksistensgrunnlag på slike bruk idet norske landbruk. Representanten Kristiansen sa at dette var et utadrettetskuespill. Jeg synes kanskje det var noe drøyt sagt. Ethvert skuespill pleier gjerne å ha ingredienser som narrerog bødler, og i tilfelle synes jeg vel det er andre som ogsåer svært aktive aktører på denne scenen i kveld.Jeg synes Gabrielsen har hovert ganske bra over athan har lagt sin hånd over Arbeiderpartiet – som han sapå fjernsynet for noen kvelder siden – og også over norsklandbruk, vil jeg tilføye. Og Hedstrøm vil ikke bare avvikle, han vil avrettenorsk landbruk, slik han skisserer det. Det er bekymringsfullt at vi har den handelslekkasjenvi har. Men det er ikke bare norsk landbruks skyld. Hvorfor vil ikke de som bekymrer seg så sterkt for matvareprisene, gjøre et grep som de kan gjøre selv uten problem, nemlig å ta vekk den høye skatten vi har på norskmat, ved å redusere matmomsen. Det utgjør cirka en fjerdedel av sluttprisen på norsk mat.Ansgar Gabrielsen sier at vi skal bruke offentlige midler alternativt og få annen virksomhet i distriktene. Hvordan harmonerer det med Høyres politikk når det gjelderf.eks. SND? Verdiskapingsprogrammet i forbindelsemed dette oppgjøret var jo bra. Men det gjenstår å sehvor lenge det vil vare, jf. det som nå skjer med SND ogvirkemiddelbruken der. Når Hedstrøm snakker om norsk matvarepris og sammenligner med svensk pris, burde han kanskje også tamed lønns- og skattenivået i Sverige. Er det en slik utvikling Hedstrøm vil ha?Multifunksjonelle roller i landbruket har blitt nevnt.Men beredskapspolitikken har vært svært lite berørt –matvareberedskap og selvforsyningsevne. Vi har egentlig ingen overproduksjon hvis vi tenker globalt, og i denne salen blir vi svært ofte minnet om at vi skal tenke globalt. Det er i stor grad en feil fordelingspolitikk. Småskalalandbruket er den beste garantist for et robust og sterktlandbruk. Tsjernobyl-ulykken viste det. Ren mat produseres bedre i småskalalandbruk enn i et industrielt landbruk. Jeg synes dette også burde telle når vi legger strukturen gjennom et slikt jordbruksoppgjør",2000
"753",2000-06-15,1997,439,"Randi Karlstrøm ","KrF","Jeg følte at det var nødvendig å forlenge debatten med i hvert fall tre minuttertil, for jeg har lyst til å kommentere statsråd Kosmos innlegg.Han laget et poeng av at det var stor forskjell mellomå forhandle med lønnsmottakere og å forhandle med private næringsdrivende. Jeg fikk inntrykk av – av måtenministeren uttalte seg på – at det visstnok ikke var sånøye hvordan man forhandlet med private næringsdrivende, at man egentlig forhandlet med dem av ren snillisme. Det hørtes slik ut av måten det ble formulert på. Jeg3770Em. 15. juni – Jordbruksoppgjøret 2000 – endringer i statsbudsjettet for 2000 m.m.2000synes det er litt merkelig, og det er i høyeste grad historieløst.Dette er en samfunnsavtale med private næringsdrivende. Det burde være like hensiktsmessig og fornuftig åforhandle med dem. Dessuten må bøndene bære konsekvensene av en slik forhandlingsavtale i større grad ennkanskje mange lønnsmottakere må. Det er en annen typeforhandlinger. De har ikke arbeidstakerrettigheter som iNNN, men de har stolthet, sjøltillit, sjølbergingsevne,egenkapital – og de har arv som de stiller med. Det skalforhandles om en samfunnsavtale som man har forhandlet om i hele etterkrigstida. Den er historisk. Det er ikkenoe nytt at man forhandler, og at bøndene er private næringsdrivende. Dette er ikke noe nytt som noen har oppdaget. Det har vært slik hele tida. I forhandlinger må regel nr. 1 fortsatt være at manskal skape tillit, og at man skal sørge for å finne fram tilen vinn-vinn-løsning. Man kommer kanskje ikke så langtved å legge seg på en belærende og allvitende linje, derman har fasit på folks beste, nemlig at de ikke skjønnersitt eget beste.Det er kommet påstander om svartmaling. Svartmaling har det vært på hele 1990-tallet. Jeg har sett utviklingen i mitt eget fylke, Finnmark, på 1990-tallet. Det kanjo sies å være et ganske marginalt område, der man kanteste litt effekter. Her har jeg i løpet av 1990-tallet sett atunderskogen av små bruk er vekk. Oppgjøret i 1996 gaven inntektsreduksjon på minus 30 000 årsverk på sau.Året etter spikret sauebøndene i Loppa igjen døra. Påsamme tid økte saueholdet i sentrale strøk. Og dette løpetfortsetter. Men det som er det alvorlige, er at det skjer så myeraskere. Og det skjer i en takt som blir vanskelig for deprivate næringsdrivende som må bære kostnadene avdette selv og følge med.Det kan kanskje se ok ut på papiret, men effekten forbønder som ser at det er minus 5 000 kr og regner på det,er at det kan variere mellom 10 000, 15 000 og 20 000 kr– begge veier. Det skaper frykt. Det var ikke det vi trengte nå når vi skulle drive omstilling",2000
"754",2000-06-15,1997,412,"Øystein Hedstrøm ","FrP","I store deler av denne debatten har jeg vært veldig skuffet fordi det har vært myepreik, lite realisme og lite visjoner over politikernes innlegg når det gjelder fremtiden for den norske landbrukspolitikken. Men etter at jeg hørte statsråd Kosmo, ser jeg lyserepå fremtiden. Jeg kommer til å sitere Kosmo i landbruksdebatter og distriktspolitiske debatter fremover.Som jeg sa i et tidligere innlegg: LO Industri har et program for distrikts- og landbrukspolitikken som jeg håperArbeiderpartiet vil jobbe videre med framover. Han sadet jo helt riktig: Norsk næringsmiddelindustri er en viktig industri med mange tusen arbeidsplasser som vi erhelt avhengig av. Den kan ikke overleve hvis de ikke fårråvarer til konkurransedyktig kostnad. Og kan ikke dennorske bonde skaffe det, må de gå andre steder. Og fårikke den norske forbruker matvarer til konkurransedyktige priser, reiser han over grensen til Sverige. Jeg harsagt det før: Det har alt etablert seg flere «Little Norway» på andre siden av grensen, som er blitt en langhandledisk. Der treffer du naboene dine, søskenbarnetfra Gjøvik osv. Dette kommer til å utvikle seg, det kommer til å akselerere hvis ikke norske politikere tar detteinnover seg og bekjenner seg til virkelighetens verden,uavhengig av hva komiteens leder og Senterpartiet ønsker når de snakker om dumping av svenske matvarer.Det vil bare være et forbigående fenomen, de vil bli dyktigere og dyktigere. Svenskene ligger flere lysår foranoss her hjemme – matvareprisene i Sverige ligger 27 pst.over gjennomsnittet i EU, og de vil ha enda mer konkurranse i sitt system. Så dette må vi norske politikere tainnover oss og lære av andre land, for at den norske bonde skal kunne overleve og være konkurransedyktig i tiden framover. Men har vi noen gründere og industrialister som vipolitikere kan lære av? Ja, personlig føler jeg at vi hardet. I Gausdal har vi en bonde som heter Simen Fougner,som produserer uten å behøve å ta imot noe støtte. Hanhar til og med hatt realistiske planer for eksport av gris.Men han blir kriminalisert, for han holder seg litt overkonsesjonsgrensene. Og så har vi på Østre Toten Per Idar Vingebakken,som ble stoppet av norske politikere. To tidligere statsråder, landbruksministre, var og priset hans integrerte konsept, primærproduksjon og meierivirksomhet. Også enstatsminister var der og sa: Vi trenger et korrektiv til Tine. Han satte i gang fullt lovlig utenfor kvotesystemet formelk, men politikerne klarte å drepe virksomheten hansved å innføre en ny lov om at alle skulle produsereinnenfor konsesjonsgrensen. Der kan vi politikere lærehvordan norske bønder kan utvikle seg",2000
"755",2000-06-15,1997,466,"Odd Roger Enoksen ","Sp","Den 9. mai hadde vi endebatt som flere av oss trodde skulle komme til å bli viktig for landbruksnæringen. For første gang etter behandlingen av St.prp. nr. 8 på begynnelsen av 1990-tallet vardet enighet mellom sentrum og Arbeiderpartiet i noe såviktig som spørsmålet om landbrukets framtid. Og resultatet av behandlingen av den stortingsmeldingen gavgrunn til optimisme i næringen, selv om selvfølgelig ikkealle var fornøyde. Jeg holdt også et innlegg hvor jeg uttrykte tilfredshet med at Høyre endelig var parkert i landbrukspolitikken. Det som har skjedd etter behandlingenav innstillingen til St.meld. nr. 19, er omtrent som X-Files: Du tror det ikke før du ser det. Jeg hadde faktisk ikkedrømt om at jeg så raskt skulle bli nødt til å spise i megmitt utsagn om Høyres plass i landbrukspolitikken. Arbeiderpartiet gjentar i dag i denne debatten til detkjedsommelige at det er sentrum som har ansvaret for detbegredelige oppgjøret som Regjeringen har presentertnæringen. Jeg hadde faktisk trodd at man i Arbeiderpartiet var voksen nok til å ta ansvar for sine handlinger ogikke følte et behov for å skylde på andre når man hargjort en brøler. Jeg trodde man også var voksen nok tilikke å komme med den type meningsløse påstander somvi hørte representanten Sigrun Eng komme med tidligerei kveld om Bondelagets leder. 2000Em. 15. juni – Reindriftsavtalen 2000-2001 mv.3771I kveld har vi opplevd at landbruksministeren er blittomfavnet av Høyres Ansgar Gabrielsen – ikke bare ikveld, det er landbruksministeren blitt konstant etter presentasjonen av tilbudet til landbruksnæringen. Og vi harpå toppen av det hele sett at Øystein Hedstrøm nå ogsåhar omfavnet arbeids- og administrasjonsministeren ogøynet håp om en ny retning. Det står stadig klarere formeg hvorfor Høyre så det som viktig å bidra til et regjeringsskifte den 9. mars. Vi har sett det tidligere i dag i behandlingen av kommuneøkonomiproposisjonen. Vi haropplevd det nå under behandlingen av jordbruksoppgjøret. Det har vært en svart dag for Distrikts-Norge, og tiltross for at flere av Arbeiderpartiets representanter sier atinnstillingen til landbruksmeldingen står fast, må jeg si atjeg er sterkt i tvil, og jeg heller vel dessverre til sammeoppfatning som representanten Ansgar Gabrielsen hargitt uttrykk for flere ganger i tidligere debatter, den innstillingen er lagt død, med støtte fra Høyres side. Vi har fått en sminket versjon av hva vi kan forventeav utvikling i landbruket framover fra landbruksministeren og fra Arbeiderpartiets landbrukspolitiske talsmann.Vi har fått en usminket versjon fra administrasjonsministeren. Jeg syns i det aller minste Arbeiderpartiet påslutten av denne debatten kan være voksent nok til å ginæringen og Stortinget en pekepinn på hva man kan forvente seg i årene framover. Jeg har også registrert atlandbruksministeren i et intervju i media har sagt at mantar et første forsiktig skritt i kveld. Det har også JørgenKosmo nå bekreftet, og jeg syns Arbeiderpartiet kunnevære voksent nok til å erkjenne det",2000
"756",2000-06-15,1997,141,"Ansgar Gabrielsen ","H","Enoksen sa at det var ensvart dag for Distrikts-Norge. La meg i hvert fall si atnoe særlig lysere og lystigere hadde det i hvert fall ikkeblitt om Senterpartiet i større grad hadde hatt en hånd pådette rattet. Det er i hvert fall helt sikkert. Det å gå medbind for øynene er ikke akkurat noen lys opplevelse. Jeg har et spørsmål til Senterpartiet på slutten av denne debatten – eller til sentrum for så vidt, men la megstille spørsmålet til parlamentarisk leder for Senterpartiet. I den innstillingen vi behandler i dag, er det etter mittskjønn åtte-ti merknader fra sentrum som hver for seginnebærer mistillit til statsråden, eller for den saks skyldtil Regjeringen. Det gjentas åtte ganger at stortingsvedtakeffektivt er satt til side av Regjeringen. Mitt spørsmål tilEnoksen er enkelt: Har Senterpartiet tillit til den statsråden som har lagt fram denne proposisjonen",2000
"757",2000-06-15,1997,193,"Kjell Opseth ","Ap","Det er ikkje noko hyggeleg å veremed og forlengje møtet på denne tida av døgnet, men eindel av det representanten Enoksen sa, krev at ein tek tilmotmæle. Når representanten Enoksen framstiller dette som einsvart dag for norsk landbruk og for Distrikts-Noreg, er detfullstendig feil. Det verste vi kan gjere for norsk landbrukog for Distrikts-Noreg, er jo å late som ingenting og ikkjegjere noko som helst, som Senterpartiet har ein tendenstil – å ville bevare det beståande og ikkje sjå på kva somkrevst av endringar, er kjenneteiknet til Senterpartiet. Det er jo snarare tvert om slik at ein skal vere glad forat Stortinget har tatt inn over seg at det trengst endringar.Og dersom vi ikkje gjer desse endringane no, som vi harvore inne på fleire gonger i denne debatten, er det å gåmot eit stup som vi kjem til før eller sidan, og då har viingen kontroll eller styring på kva veg ein ramlar. Så egtrur vi skal vere glade for at nokon tek ansvar og set igang ein prosess som no har stått stille i to år på grunn avat Bondevik-regjeringa ikkje har følgt opp det ein startamed i 1986",2000
"758",2000-06-15,1997,197,"Odd Roger Enoksen ","Sp","Jeg trodde faktisk at representanten Opseth hadde registrert at i innstillingen tilSt.meld. nr. 19 er det trukket opp linjer for utvikling avnorsk landbruk i tiden framover – retningslinjer som vistår sammen om, retningslinjer som ligger i framtid, ogsom gir grunnlag for optimisme i næringen. Og når representanten Opseth nå presterer å si at Senterpartiet ønsker at alt skal være som det har vært, er detfaktisk feil. Da bør Opseth ta seg bryderiet med å leseinnstillingen, som han selv har vært med på å skrive, pånytt.Så til representanten Ansgar Gabrielsen. Den førstesom i denne salen sa at innstillingen til landbruksmeldingen ikke lenger gjaldt, og at Regjeringen hadde tilsidesattden gjennom tilbudet til landbruksnæringen, var nettopprepresentanten Ansgar Gabrielsen. Jeg går ut fra at det erlike viktig for Høyre som det er for Senterpartiet at vedtak gjort i denne sal blir etterlevd. Og hvorvidt statsrådenhar min og Senterpartiets tillit, blir først interessant i detøyeblikk også Høyre kan svare på det spørsmålet, om deter viktig for Høyre at vedtak gjort i Stortinget blir etterlevd, vedtak som representanten Gabrielsen gjentatteganger har sagt er tilsidesatt gjennom det tilbudet somlandbruksministeren har lagt fram. Så det kunne være kjærkomment å returnere spørsmålet til representanten Gabrielsen",2000
"759",2000-06-15,1997,53,"Presidenten","Stortinget","Flere har ikke bedt om ordet til sak nr. 15.(Votering, se side 3784)S a k n r . 1 6Innstilling fra næringskomiteen om reindriftsavtalen2000-2001, om dekning av kostnader vedrørende radioaktivitet i reinkjøtt, og om endringer i statsbudsjettet for2000 (Innst. S. nr. 216 (1999-2000), jf. St.prp. nr. 65(1999-2000)",2000
